,feature,importance,
6519,Alpha-1;3 fucosyltransferase 6 (FCT3A) mRNA,0,
6518,Alpha-1;3 fucosyltransferase 6 (FCT3A) mRNA,0,
4473,Alpha1-antichymotrypsin; exon 1,0,
926,Alpha-1-Antitrypsin; 5' End,0,
3972,Alpha1-fetoprotein transcription factor (hFTF) mRNA,0,
1600,Alpha-2;8-polysialyltransferase (PST) gene,0,
2388,ALPHA-ACTININ 1; CYTOSKELETAL ISOFORM,0.001232074,
779,ALPHA-AMYLASE 2B PRECURSOR,0,
1046,Alpha-cardiac actin gene; 5' flank and,0,
7015,ALPHA-CENTRACTIN,0,
6703,ALPHA-CENTRACTIN,0,
5113,Alpha-CP1 mRNA,0,
1670,Alpha-fetoprotein (AFP) gene,0,
4146,ALPHA-GALACTOSIDASE A PRECURSOR,0,
5228,Alpha-globin 1 gene extracted from Human DNA sequence from cosmid GG1 from a contig from the tip of the short arm of chromosome 16; spanning 2Mb of 16p13.3 Contains alpha and zeta globin genes and ESTs,0,
4070,Alpha-lactalbumin precursor gene extracted from Human alpha-lactalbumin gene,0,
3115,Alpha-mannosidase (6A8) mRNA,0,
1173,Alpha-tubulin isotype H2-alpha gene; last exon,0,
4909,Alpha-tubulin mRNA,0,
4467,Alpha-tubulin mRNA,0,
6914,Alpha-tubulin mRNA,0,
1840,Alpha-tubulin mRNA,0,
1846,ALPL Alkaline phosphatase; liver/bone/kidney,0,
1773,ALPP Alkaline phosphatase; placental (Regan isozyme),0,
4265,AMBP Alpha-1-microglobulin/bikunin precursor,0,
1800,AMD1 S-adenosylmethionine decarboxylase 1,0,
6316,AMELY Amelogenin (chromosome Y encoded),0,
6315,AMELY Amelogenin (chromosome Y encoded),0,
2123,AMFR Autocrine motility factor receptor,0,
599,Amino acid transport-related protein mRNA,0,
2343,AMP deaminase (AMPD2) mRNA,0,
2073,AMP DEAMINASE 1,0,
2651,AMP-activated protein kinase (hAMPK) mRNA,0,
5037,AMP-activated protein kinase beta-1,0,
5555,AMPD3 Adenosine monophosphate deaminase (isoform E),0,
4662,AMPH Amphiphysin (128kD autoantigen),0,
3616,Amphiphysin II mRNA,0,
6276,Amphiregulin (AR) gene,0,
2422,Amplaxin (EMS1) mRNA,0,
236,AMT Glycine cleavage system protein T (aminomethyltransferase),0,
600,AMY,0,
6432,A-myb,0,
5765,A-Myb (Gb:X13294),0,
5851,Amyloid Beta (A4) Precursor Protein; Alt. Splice 2; A4(751),0,
5852,Amyloid Beta (A4) Precursor Protein; Alt. Splice 4,0,
3335,Amyloid precursor protein-binding protein 1 mRNA,0,
3285,Amyloid precursor-like protein 1 mRNA,0,
3812,Androgen regulated homeobox protein (NKX3.1) mRNA,0,
2392,Angio-associated migratory cell protein (AAMP) mRNA,0,
1680,Angiogenin gene; and three Alu repetitive sequences,0,
2904,Angiotensin II type 2 receptor mRNA,0,
1161,ANGIOTENSINOGEN PRECURSOR,0,
200,ANGPT1 Angiopoietin 1,0,
6096,Anion exchange protein mRNA,0,
975,Anion Exchanger 3; Cardiac Isoform,0,
5784,ANK1 Ankyrin 1; erythrocytic,0,
5099,ANK2 Ankyrin 2 (neuronal),0,
3224,ANK3 Ankyrin 3; node of Ranvier (ankyrin G),0,
2774,ANK3 Ankyrin G,0,
560,Ankyrin motif,0,
5972,Annexin V (ANX5) gene; 5'-untranslated region,0,
5048,ANNEXIN XIII,0,
1357,Anonymous gene,0,
1816,ANPEP Alanyl (membrane) aminopeptidase (aminopeptidase N; aminopeptidase M; microsomal aminopeptidase; CD13),0.003454545,
1130,ANT1 Adenine nucleotide translocator 1 (skeletal muscle),0,
5939,ANT2 Adenine nucleotide translocator 2 (fibroblast),0,
1081,ANT3 Adenine nucleotide translocator 3 (liver),0,
4845,Anthracycline resistance associated protein,0,
7073,Antigen (MAGE-1) gene,0,
5744,Antigen; Prostate Specific; Alt. Splice Form 2,0,
830,Antigen; Prostate Specific; Alt. Splice Form 3,0,
4312,Anti-lectin antibody epitope (clone p36/8-5),0,
2947,Antioxidant enzyme AOE37-2 mRNA,0,
2487,Antiquitin,0,
5114,Antisense mRNA for BCMA peptide,0,
5609,ANTITHROMBIN-III PRECURSOR,0,
6017,ANTITHROMBIN-III PRECURSOR,0,
6018,ANTITHROMBIN-III PRECURSOR,0,
4081,ANX1 Annexin I (lipocortin I),0,
1371,ANX11 Annexin XI (56kD autoantigen),0,
160,ANX2 Annexin II (lipocortin II),0,
1385,ANX3 Annexin III (lipocortin III),0,
2267,ANX4 Annexin IV (placental anticoagulant protein II),0,
5540,ANX6 Annexin VI (p68),0,
1115,ANX7 Annexin VII (synexin),0.001071795,
4185,ANX8 Annexin VIII,0,
2115,AOAH Acyloxyacyl hydrolase (neutrophil),0,
4994,AP-2 beta gene,0,
3959,AP-3 complex beta3A subunit mRNA,0,
3958,AP-3 complex delta subunit mRNA,0,
6356,APC Adenomatosis polyposis coli,0,
5537,APCS Amyloid P component; serum,0,
3422,APEG-1 mRNA,0,
1068,APEH N-acylaminoacyl-peptide hydrolase,0,
2478,APK1 antigen,0,
6040,APLP2 Amyloid beta (A4) precursor-like protein 2,0.01,
442,ApM1 mRNA for GS3109 (novel adipose specific collagen-like factor),0,
441,ApM2 mRNA for GS2374 (unknown product specific to adipose tissue),0,
448,Apo1_Human (MER5(Aop1-Mouse)-like protein),0,
6999,APOA1 Apolipoprotein A-I,0,
239,APOA2 Apolipoprotein A-II,0,
5706,APOB Apolipoprotein B,0,
1431,APOBEC1 Apolipoprotein B mRNA editing enzyme; catalytic polypeptide 1,0,
1795,APOC1 Apolipoprotein CI,0.007764706,
1668,APOC2 Apolipoprotein C-II,0,
4024,APOC3 Apolipoprotein C-III,0,
1053,APOD Apolipoprotein D,0,
1690,APOE Apolipoprotein E,0,
1437,APOF Apolipoprotein F,0,
6342,APOH Apolipoprotein H,0,
2150,APOLIPOPROTEIN AI REGULATORY PROTEIN-1,0,
4069,Apolipoprotein AII,0,
5940,APOLIPOPROTEIN A-IV PRECURSOR,0,
3048,Apolipoprotein apoC-IV (APOC4) gene,0,
5652,Apolipoprotein E receptor 2,0,
475,Apolipoprotein E receptor 2,0,
4085,APOLIPOPROTEIN(A) PRECURSOR,0,
5088,APOPTOSIS REGULATOR BCL-X,0,
3484,Apoptotic cysteine protease Mch4 (Mch4) mRNA,0,
5497,APP Amyloid A4 protein of Alzheimer's disease,0,
7000,APS Prostate specific antigen,0.002235294,
5468,APT1 Apoptosis (APO-1) antigen 1,0,
4700,APXL Apical protein (Xenopus laevis-like),0,
6366,AQP1 Aquaporin 1 (channel-forming integral protein; 28kD),0,
5413,AQP1 Aquaporin 1 (channel-forming integral protein; 28kD),0,
367,AQP2 Aquaporin 2 (collecting duct),0,
78,AQP3 Aquaporin 3,0,
515,AQP4 Aquaporin 4,0,
93,Aquaporin 6,0,
3252,Aquaporin-5 (AQP5) gene,0,
6852,AR Androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease),0,
6230,AR Androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease),0,
2879,AR1 protein (AR) mRNA,0,
6981,ARAF1 V-raf murine sarcoma 3611 viral oncogene homolog 1,0,
2285,ARF1 ADP-ribosylation factor 1,0,
707,ARF3 ADP-ribosylation factor 3,0,
2209,ARF3 ADP-ribosylation factor 3,0,
1992,ARF4 ADP-ribosylation factor 4,0,
5396,ARF4L ADP-ribosylation factor 4-like,0,
6121,ARF4L ADP-ribosylation factor 4-like,0,
2040,ARF5 ADP-ribosylation factor 5,0,
2045,ARF6 ADP-ribosylation factor 6,0,
3134,ARF-activated phosphatidylcholine-specific phospholipase D1a (hPLD1) mRNA,0,
3374,Arfaptin 2; putative target protein of ADP-ribosylation factor; mRNA,0,
6713,Arg protein tyrosine kinase-binding protein,0,
3830,ARG2 Arginase; type II (non-hepatic),0,
4122,Arginase gene exon 1 and flanking regions (EC 3.5.3.1) (and joined CDS),0,
3778,Arginine methyltransferase mRNA,0,
2198,Arginine-rich nuclear protein mRNA,0,
2281,Arginine-rich protein (ARP) gene,0,
1420,ARH12 Aplysia ras-related homolog 12,0,
1689,ARH6 Aplysia ras-related homolog 6,0,
4941,ARH9 Aplysia ras-related homolog 9,0,
1421,ARH9 Aplysia ras-related homolog 9,0,
4365,ARHG Ras homolog gene family; member G (rho G),0,
1451,ARL1 ADP-ribosylation factor like 1,0,
3345,Armadillo repeat protein mRNA,0,
2189,ARNT Aryl hydrocarbon receptor nuclear translocator,0,
139,Arp2/3 protein complex subunit p20-Arc (ARC20) mRNA,0,
138,Arp2/3 protein complex subunit p41-Arc (ARC41) mRNA,0,
2455,ARR3 Arrestin 3; retinal (X-arrestin),0,
820,Arrestin; Beta 2,0,
4230,ARSA Arylsulfatase A,0,
1946,ARSB Arylsulfatase B,0,
4701,ARSD Arylsulfatase D,0,
4702,ARSE mRNA,0,
1469,Arylacetamide deacetylase mRNA,0,
1667,ASGR1 Asialoglycoprotein receptor 1,0,
6156,ASGR2 Asialoglycoprotein receptor 2,0,
1719,ASL Argininosuccinate lyase,0,
4963,ASM-like phosphodiesterase 3a,0,
2457,ASPA Aspartoacylase (aminoacylase 2; Canavan disease),0,
6186,ASPARAGINE SYNTHETASE,0,
1134,ASPARTYL-TRNA SYNTHETASE,0,
4025,ASS Argininosuccinate synthetase,0,
2626,Associated microfibrillar protein mRNA,0.000876923,
1414,Ataxia-telangiectasia group D-associated protein mRNA,0,
3640,Ataxin-2 related protein mRNA; partial cds,0,
136,ATF family member ATF6 (ATF6) mRNA,0,
1377,ATF3 Activating transcription factor 3,0,
780,ATF4 CAMP-dependent transcription factor ATF-4 (CREB2),0,
5403,ATM Ataxia telangiectasia mutated (includes complementation groups A; C and D),0.004910714,
609,ATM Ataxia telangiectasia mutated (includes complementation groups A; C and D),0,
3899,ATP binding cassette transporter (ABCR) mRNA,0,
544,ATP binding protein associated with cell differentiation; partial cds,0,
260,ATP SYNTHASE GAMMA CHAIN; MITOCHONDRIAL PRECURSOR,0,
438,ATP SYNTHASE GAMMA CHAIN; MITOCHONDRIAL PRECURSOR,0,
190,ATP SYNTHASE LIPID-BINDING PROTEIN P1 PRECURSOR,0,
1619,ATP1AL1 ATP-driven ion pump,0,
6369,ATP1B2 ATPase; Na+/K+ transporting; beta 2 polypeptide,0,
3999,ATP2A1 gene (Ca2+ ATPase of fast-twitch skeletal muscle sacroplasmic reticulum; neonatal isoform) extracted from Human Ca2+ ATPase of fast-twitch skeletal muscle sarcoplasmic reticulum adult and neonatal isoforms (ATP2A1) gene,0,
1831,ATP2A2 ATPase; Ca++ transporting; cardiac muscle; slow twitch  2,0,
2277,ATP2B4 ATPase; Ca++ transporting; plasma membrane 4,0,
1995,ATP5 ATP synthase; H+ transporting; mitochondrial,0,
240,ATP5A1 ATP synthase; H+ transporting; mitochondrial F1 complex; alpha subunit; isoform 1; cardiac muscle,0,
1777,ATP5B ATP synthase; H+ transporting; mitochondrial F1 complex; beta polypeptide,0,
4386,ATP5D ATP synthase; H+ transporting; mitochondrial F1 complex; delta subunit,0,
4345,ATP5F1 ATP synthase; H+ transporting; mitochondrial F0 complex; subunit b; isoform 1,0,
4694,ATP5O ATP synthase; H+ transporting; mitochondrial F1 complex; O subunit (oligomycin sensitivity conferring protein),0,
1255,ATP6A1 ATPase; H+ transporting; lysosomal (vacuolar proton pump); alpha polypeptide; 70kD; isoform 1,0.000881159,
1254,ATP6A2 ATPase; H+ transporting; lysosomal (vacuolar proton pump); alpha polypeptide; 70kD; isoform 2,0,
1861,ATP6B1 ATPase; H+ transporting; lysosomal (vacuolar proton pump); beta polypeptide; 56/58kD; isoform 1,0,
6109,ATP6B2 ATPase; H+ transporting; lysosomal (vacuolar proton pump); beta polypeptide; 56/58kD; isoform 2,0,
2110,ATP6C Vacuolar H+ ATPase proton channel subunit,0,
1154,ATP6D ATPase; H+ transporting; lysosomal (vacuolar proton pump) 42kD,0,
4574,ATP6E ATPase; H+ transporting; lysosomal (vacuolar proton pump) 31kD,0,
4510,ATP6E ATPase; H+ transporting; lysosomal (vacuolar proton pump) 31kD,0,
5295,ATP7A ATPase; Cu++ transporting; alpha polypeptide (Menkes syndrome),0,
6032,ATP7A ATPase; Cu++ transporting; alpha polypeptide (Menkes syndrome),0,
831,Atpase; Ca2+ Transporting; Plasma Membrane 1; Alt. Splice 6,0,
5823,Atpase; Cu2+ Transporting,0,
1492,ATPase; DNA-binding protein (HIP116) mRNA; 3' end,0,
6784,Atpase; Na+/K+ Transporting; Alpha 1 Polypeptide,0,
1016,Atp-Binding Cassette Protein,0,
2856,ATP-binding cassette protein mRNA 06B09 clone; partial cds,0,
4405,ATP-citrate lyase,0,
1920,ATP-DEPENDENT DNA HELICASE II; 86 KD SUBUNIT,0,
2011,ATRIAL NATRIURETIC FACTOR PRECURSOR,0,
6475,ATRX gene (putative DNA dependent ATPase and helicase) extracted from Human putative DNA dependent ATPase and helicase (ATRX) gene,0,
4635,AUH mRNA,0,
887,Autoantigen (Gb:S67069),0,
3974,Autoantigen DFS70 mRNA; partial cds,0,
1208,Autoantigen mRNA,0,
1434,Autoantigen mRNA,0,
1540,Autoantigen p542 mRNA; 3' end of cds,0,
1445,Autoantigen pericentriol material 1 (PCM-1) mRNA,0,
6021,AUTOANTIGEN PM-SCL,0,
932,Autoimmune Antigen; Thyroid Disease-Related Antigen,0,
3892,Autoimmunogenic cancer/testis antigen NY-ESO-1 mRNA,0,
6963,Autotaxin mRNA,0,
6965,AVPR1B Arginine vasopressin receptor 1B,0,
5614,AVPR1B Arginine vasopressin receptor 1B,0,
1404,AVPR2 Antidiuretic hormone receptor,0,
149,Axin (AXIN) mRNA; partial cds,0,
5717,AXL AXL receptor tyrosine kinase,0,
4777,Axonal transporter of synaptic vesicles,0,
4461,AXONIN-1 PRECURSOR,0,
4335,AZGP1 Zinc-alpha-2-glycoprotein 1,0,
2401,Azurocidin gene,0,
2664,B lymphocyte serine/threonine protein kinase mRNA,0,
4697,B1 mRNA for mucin,0,
2250,B12 protein mRNA,0,
2608,B4-2 protein mRNA,0,
6565,B4B,0,
5498,B4B,0,
1648,B56epsilon mRNA,0,
3661,B7 mRNA,0,
2355,B94 PROTEIN,0,
999,Bactericidal Bpi'Gene,0,
2877,BAGE B melanoma antigen,0,
6495,Bak protein mRNA,0,
6494,Bak protein mRNA,0,
6493,Bak protein mRNA,0,
5285,Basic fibroblast growth factor (bFGF) 22.5 kd; 21 kd and 18 kd protein mRNA,0,
2688,Basic helix-loop-helix transcription factor mRNA,0,
938,Basic Transcription Factor 2; 34 Kda Subunit,0,
2398,BASIC TRANSCRIPTION FACTOR 62 KD SUBUNIT,0,
939,Basic Transcription Factor; 44 Kda Subunit,0,
3801,Basic-leucine zipper nuclear factor (JEM-1) mRNA,0,
1195,BASONUCLIN,0,
5137,BAT1 mRNA for nuclear RNA helicase (DEAD family),0,
2545,BB1,0,
4638,B-cam mRNA,0,
5766,B-CELL ANTIGEN RECEPTOR COMPLEX ASSOCIATED PROTEIN ALPHA-CHAIN PRECURSOR,0,
991,B-Cell Growth Factor 1,0,
597,B-cell mRNA for a member of the short-chain alcohol dehydrogenase family; partial cds,0,
3662,B-cell receptor associated protein (hBAP) mRNA; partial cds,0,
5059,BCKDHA Branched chain keto acid dehydrogenase E1; alpha polypeptide (maple syrup urine disease),0,
3329,BCKDHB Branched chain keto acid dehydrogenase E1; beta polypeptide (maple syrup urine disease),0,
5327,BCL2 B cell lymphoma protein 2,0,
6175,BCL2 B-cell CLL/lymphoma 2,0,
3849,Bcl-2 binding component 3 (bbc3) mRNA; partial cds,0,
3591,Bcl-2 binding component 6 (bbc6) mRNA,0,
3004,Bcl-2 related (Bfl-1) mRNA,0,
3447,Bcl2; p53 binding protein Bbp/53BP2 (BBP/53BP2) mRNA,0,
4770,BCL7 B cell lymphoma protein 7A,0,
4771,BCL7 B cell lymphoma protein 7B,0,
5115,BCMA B cell maturation factor,0.00107929,
2657,BCR gene (unknown) extracted from Human breakpoint cluster region (BCR) gene,0,
4734,BDKRB2 Bradykinin receptor B2,0,
2096,BDNF Brain-derived neurotrophic factor,0,
5429,Beige protein homolog (chs) mRNA,0,
2283,Beige-like protein (BGL) mRNA; partial cds,0,
2837,BENE mRNA; partial cds,0,
142,Bet1p homolog (hbet1) mRNA,0,
3111,Beta 3-endonexin mRNA; long form and short form,0,
6060,Beta adaptin protein mRNA,0,
4744,Beta subunit of epithelial amiloride-sensitive sodium channel,0,
2805,Beta-1;2-N-acetylglucosaminyltransferase II (MGAT2) gene,0,
2279,BETA-1;4 N-ACETYLGALACTOSAMINYLTRANSFERASE,0,
7042,Beta-1-Glycoprotein 1; Pregnancy-Specific (Gb:M20882),0.006266557,
7033,Beta-1-Glycoprotein 1; Pregnancy-Specific (Gb:M25384),0,
892,Beta-1-Glycoprotein 11; Pregnancy-Specific,0,
7039,Beta-1-Glycoprotein; Domains N And Iia; Pregnancy-Specific,0,
2661,Beta2-chimaerin mRNA,0,
6730,BETA-2-MICROGLOBULIN PRECURSOR,0,
5925,BETA-2-MICROGLOBULIN PRECURSOR,0,
3171,Beta2-syntrophin (SNT B2) mRNA,0,
6847,Beta-A3/A1 crystallin (CYRBA3/A1) mRNA; partial cds,0,
6177,Beta-A3/A1 crystallin (CYRBA3/A1) mRNA; partial cds,0,
4677,BETA-CENTRACTIN,0,
4673,Beta-COP,0,
4808,BETA-DEFENSIN 1 PRECURSOR,0,
2584,Beta-globin thalassemia gene extracted from Human beta globin region on chromosome 11,0,
1749,BETA-HEXOSAMINIDASE ALPHA CHAIN PRECURSOR,0,
881,Beta-Hexosaminidase; Alpha Polypeptide; Abnormal Splice Mutation,0,
3334,Betaine:homocysteine methyltransferase mRNA,0,
1162,BETA-NEOENDORPHIN-DYNORPHIN PRECURSOR,0,
3457,Beta-R1 mRNA; partial cds,0,
3024,Beta-sarcoglycan A3b mRNA,0,
1342,BF B-factor; properdin,0,
4053,BGLAP Bone gamma-carboxyglutamate (gla) protein (osteocalcin),0,
1116,BGN Biglycan,0,
4181,BGP Biliary glycoprotein {alternative products},0,
4907,B-HLH DNA binding protein,0,
3483,BHLH-PAS protein JAP3 mRNA,0,
1484,Bile acid CoA: Amino acid N-acyltransferase mRNA,0,
5804,Biliary Glycoprotein; Alt. Splice 5; A,0,
3083,Biliverdin-IXalpha reductase mRNA,0,
4729,BINDING REGULATORY FACTOR,0,
4660,Biphenyl hydrolase-related protein,0,
4800,Bleomycin hydrolase,0,
2496,BLK Protein-tyrosine kinase blk,0,
3154,BLM Bloom syndrome,0,
4463,BLR1 Burkitt lymphoma receptor 1; GTP-binding protein,0,
5839,Blue Cone Photoreceptor Pigment,0,
1311,BMI1 Murine leukemia viral (bmi-1) oncogene homolog,0,
3006,BMK1 alpha kinase mRNA,0,
3322,BMP1 Bone morphogenetic protein 1,0,
1819,BMP2 Bone morphogenetic protein 2,0,
1820,BMP4 Bone morphogenetic protein 4,0,
4216,BMP7 Bone morphogenetic protein 7 (osteogenic protein 1),0,
5836,BMP8 Bone morphogenetic protein 8 (osteogenic protein 2),0,
5166,BMPR-II,0,
4692,Bmx mRNA for cytoplasmic tyrosine kinase,0,
1763,BN51T BN51 (BHK21) temperature sensitivity complementing,0,
787,Bone Morphogenetic Protein 3,0,
2080,BONE MORPHOGENETIC PROTEIN 6 PRECURSOR,0,
3906,Bone morphogenetic protein receptor type I ALK-6 mRNA,0,
454,Bone morphogenetic protein-3b,0,
4058,BPGM 2;3-bisphosphoglycerate mutase,0,
1121,BPI Bactericidal/permeability-increasing protein,0.004882155,
2548,BPLP,0,
2350,Br140 mRNA,0,
861,Bradykinin Receptor,0,
3278,Bradykinin receptor B1 subtype mRNA,0,
2394,BRAF V-raf murine sarcoma viral oncogene homolog B1,0,
614,Brain 3'UTR of mRNA for neuronal death protein; partial sequence,0,
1539,Brain and reproductive organ-expressed protein (BRE) gene,0,
615,Brain mRNA for photolyase homolog,0,
6250,BRAIN NATRIURETIC PEPTIDE PRECURSOR,0,
2424,BRAIN NEURON CYTOPLASMIC PROTEIN 1,0,
3381,BRAIN SPECIFIC POLYPEPTIDE PEP-19,0,
2481,Brain-expressed HHCPA78 homolog [human; HL-60 acute promyelocytic leukemia cells; mRNA; 2704 nt],0,
4833,Branched chain Acyl-CoA Oxidase,0,
3516,Branched-chain amino acid aminotransferase (ECA40) mRNA,0,
5323,BRCA1 gene extracted from Human BRCA1; Rho7 and vatI genes; and ipf35 gene; partial cds,0,
3705,BRCA1-associated RING domain protein (BARD1) mRNA,0,
4832,Brca2 gene exon 2 (and joined coding region),0,
3326,BRCA2 region; mRNA sequence CG003,0,
3327,BRCA2 region; mRNA sequence CG005,0,
6577,BRCA2 region; mRNA sequence CG018,0,
3325,BRCA2 region; mRNA sequence CG030,0,
3324,BRCA2 region; mRNA sequence CG037,0,
3177,Breast cancer; estrogen regulated LIV-1 protein (LIV-1) mRNA; partial cds,0,
7120,Breast epithelial antigen BA46 mRNA,0,
2939,Breast tumor autoantigen mRNA; complete sequence,0,
4604,Brk mRNA for tyrosine kinase,0,
2465,Brush-1,0,
4733,BS69 protein,0,
4406,BSG Basigin,0,
289,BST-1,0,
2442,BTC Betacellulin,0,
2612,BTD Biotinidase,0,
3802,Btf2p44 gene (basic transcription factor 2 p44) extracted from Human basic transcription factor 2 p44 (btf2p44) gene; partial cds; neuronal apoptosis inhibitory protein (naip) and survival motor neuron protein (smn) genes,0,
4362,BTG1 B-cell translocation gene 1; anti-proliferative,0.001528736,
6621,BTG2 (BTG2) mRNA,0,
5430,BTG2 (BTG2) mRNA,0,
2589,BTK region clone ftp-3 mRNA,0,
3152,BTN Butyrophilin,0,
2188,Bullous pemphigoid antigen (BPAG1) mRNA,0,
3010,Bumetanide-sensitive Na-K-Cl cotransporter (NKCC1) mRNA,0,
4005,Butyrophilin (BT3.3) gene,0,
6642,Butyrophilin (BTF1) mRNA,0,
6641,Butyrophilin (BTF1) mRNA,0,
3932,Butyrophilin (BTF2) mRNA,0,
6767,Butyrophilin (BTF4) mRNA,0,
6768,Butyrophilin (BTF4) mRNA,0,
6644,Butyrophilin (BTF5) mRNA,0,
6643,Butyrophilin (BTF5) mRNA,0,
6188,Butyrylcholinesterase; mRNA,0,
1513,Bystin mRNA,0,
2814,BZip protein B-ATF mRNA,0,
6513,BZIP protein NF-IL3A (IL3BP1) mRNA,0,
3190,C-1 mRNA,0,
4842,C1D protein,0,
6168,C1NH Complement component 1 inhibitor (angioedema; hereditary),0,
1172,C1QB Complement component 1; q subcomponent; beta polypeptide,0,
1710,C1R Complement component C1r,0,
1100,C1S Complement component 1; s subcomponent,0,
1258,C2 Complement component C2,0,
3664,C2f mRNA,0,
3665,C3f mRNA,0,
279,C3G protein,0,
2061,C4A Complement component 4A,0,
2108,C4BPA Complement component 4-binding protein; alpha,0,
6051,C4BPB Complement component 4-binding protein; beta,0,
6325,C5 Complement component C5,0,
2109,C5R1 Complement component 5 receptor 1 (C5a ligand),0,
4515,C6 gene; exon 1,0,
4409,C6.1A PROTEIN,0,
1079,C7 Complement component 7,0,
6812,C7 segment gene extracted from Human (lambda) DNA for immunoglobin light chain,0,
1757,C8B Complement component 8; beta polypeptide,0,
5288,C9 Complement component C9,0,
6010,C9 Complement component C9,0,
1964,CA1 Carbonic anhydrase I,0,
5953,CA2 Carbonic anhydrase II,0,
3099,Ca2+-dependent activator protein for secretion mRNA,0,
2606,Ca2+-dependent phospholipase A2 mRNA,0,
1365,CA5 Mitochondrial carbonic anhydrase,0,
2046,CA6 Carbonic anhydrase VI,0,
5376,CAB3b mRNA for calcium channel beta3 subunit,0,
6099,CAB3b mRNA for calcium channel beta3 subunit,0,
5291,CACCC box-binding protein mRNA,0,
565,CAD PROTEIN,0,
3462,Cadherin-14 mRNA,0,
611,Cadherin-15,0,
364,Cadherin-6,0,
1482,Cadherin-8 mRNA,0,
2376,Cadherin-associated protein-related (cap-r) mRNA,0.001308673,
745,CAG-isl 7 {trinucleotide repeat-containing sequence} [human; pancreas; mRNA Partial; 701 nt],0,
4092,CALB1 Calbindin (27-kD),0,
4293,CALB2 Calbindin 2; (29kD; calretinin),0,
4175,CALCA Calcitonin/calcitonin-related polypeptide; alpha,0,
4030,CALCB Calcitonin-related polypeptide; beta,0,
2438,Calcineurin A catalytic subunit [human; testis; mRNA; 2134 nt],0,
